"Data Source","World Development Indicators",

"Last Updated Date","2026-02-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Congo, Dem. Rep.","COD","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.57841014862061","","","16.1748008728027","14.1246004104614","15.7097797393799","14.635419845581","13.5172300338745","","","","","","","","",
"Congo, Rep.","COG","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.4124698638916","14.7077798843384","","","14.1265296936035","","","","9.05484962463379","9.5199499130249","8.56180953979492","7.59781980514526","","","","","24.7277793884277","6.49370929175093","","14.7248982435275","6.55592012405396","7.95039987564087","8.70963067131179","15.68577003479","15.5829000473022","17.0074221576097","17.0091400358236","16.5610048503404","15.5095016256821","14.7291528247263","","",
"Colombia","COL","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","18.0922908782959","16.4075202941894","","","","17.2254505157471","","","","","","","","","12.475359916687","13.1519298553467","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Comoros","COM","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.1350708007812","","","","15.789719581604","","","","","","29.2331199645996","","","21.4148693084717","18.4915103912354","16.0707302093506","18.8928909301758","13.3536500930786","","","","","11.4759646720252","10.2856868371706","10.476023026001","11.0260827119111","9.93337765550271","11.5249869145813",
"Cabo Verde","CPV","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.2559204101562","16.7619400024414","","","19.7662296295166","","20.8404808044434","","17.5405807495117","18.3287506103516","18.2409896850586","15.886549949646","14.2168998718262","15.1532802581787","16.1216750633724","14.7782297134399","16.282190322876","16.7482299804688","17.8430099487305","16.4125804901123","17.5685407932949","15.1536998748779","17.0901870718553","15.112982003011","15.6936041858917","14.704723114991","13.4088559521816","",
"Costa Rica","CRI","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","30.3223705291748","","18.3639602661133","17.6590900421143","","","","","","16.7436904907227","19.1146602630615","","","21.9236907958984","18.8195095062256","19.1528205871582","19.24049949646","20.1517200469971","20.4308891296387","","20.6433391571045","21.0218906402588","20.8109607696533","23.4082202911377","22.8808898925781","23.0096206665039","23.5015602111816","22.8309097290039","23.1095294952393","23.3734302520752","23.4232006072998","30.1514205932617","26.086669921875","32.5915794372559","30.0822105407715","31.1666202545166","","","","",
"Caribbean small states","CSS","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.9058904647827","13.8518800735474","","","","15.0115299224853","14.8984003067017","13.284930229187","12.0324401855469","8.92667007446289","11.2300395965576","11.7311201095581","12.1654300689697","14.2852096557617","13.9100704193115","","","","","","","12.9033102202913","11.1150541951613","11.2732949708338","11.7303844582749","10.5093876319068","12.3070447486926","11.7850028841985","9.88690577318633","10.6522780521634","10.4561041957235","11.7162704467773","10.0265197753906","10.4055900573731","9.82689952850342","8.86438591623742","12.574278970891",
"Cuba","CUB","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.4788309434803","16.519653190418","15.8017382311737","15.2635682817487","14.9375653971678","13.5649139865221","12.6599745583146","14.2259433309667","16.6611004425148","15.9666298702474","16.9599641692685","","","",
"Curacao","CUW","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.7154520613022","16.5767136332286","16.1475990687922","18.3317821479687","18.0502135697369","17.1713626951197","11.7775564767399","16.1659551623167","16.9818702238554","17.0293342762015","13.7589443706295","14.2706196185563","11.8802495147707","16.2344533900858","16.4377072477499","",
"Cayman Islands","CYM","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.9241701171019","14.9581575223022","","","","","","",
"Cyprus","CYP","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.9041204452515","14.2683095932007","14.3215703964233","14.914210319519","16.515230178833","15.8329801559448","15.8393602371216","16.1796207427979","16.72047996521","17.5907497406006","17.2012500762939","15.6494903564453","15.4976501464844","","15.3621301651001","12.3347997665405","14.6587495803833","15.4384298324585","14.8294095993042","","12.8255701065063","12.113320350647","11.9215898513794","12.4829502105713","","","",
"Czechia","CZE","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.14361000061035","","8.55105972290039","8.91384029388428","8.91773986816406","8.61888980865479","8.86462020874023","8.38220977783203","9.43290042877197","9.12421035766602","10.1192798614502","9.51356029510498","9.11993980407715","9.34696960449219","9.24479961395264","9.82246017456055","9.44486045837402","9.4882698059082","9.3032398223877","13.7159204483032","13.9704904556274","9.76344966888428","10.5082101821899","11.0653696060181","9.9995002746582","10.3313598632812","10.0093603134155","","","",
"Germany","DEU","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.53192043304443","9.34333038330078","9.45316028594971","8.2285099029541","","9.20351982116699","","","","","","","","","","10.0711097717285","","10.3819904327393","10.7915496826172","10.7168598175049","10.717679977417","10.8451299667358","10.6987800598144","10.613730430603","10.7217903137207","10.9289703369141","11.0342197418213","10.7882499694824","10.5845499038696","10.6917295455933","","","",
"Djibouti","DJI","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.8960704803467","29.385950088501","26.2800197601318","25.4893093109131","24.2714900970459","24.7011394500732","22.7150497436523","24.7079601287842","22.5274391174316","","","12.3283996582031","","","","","8.57643985748291","15.159589767456","15.6437196731567","14.4741497039795","","","","","","","",
"Dominica","DMA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.1116008758545","11.4196195602417","","","","","","","","","","","","","","","","10.2080097198486","12.6980996948118","9.74930241828328","8.44583648342154","8.29829978942871","10.6661701202393","7.76732754491018","9.35660435815347","6.41283691666667","7.0906650760513","5.79521507375728",
"Denmark","DNK","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","11.4866104125977","12.3747301101685","12.3869495391846","11.1666898727417","","10.5832901000977","","13.8516902923584","13.448260307312","13.1167898178101","14.1017799377441","","14.5895500183106","14.514570236206","15.3018999099731","15.4932098388672","15.4544897079468","15.1582098007202","15.5099496841431","15.7961902618408","15.5222301483154","15.3610601425171","14.8002004623413","14.9351301193237","15.1291103363037","15.0597496032715","12.5129699707031","15.2367897033691","13.862250328064","","14.7375202178955","14.5648498535156","14.4371299743652","14.6080303192139","13.8466501235962","14.0789499282837","14.1574401855469","","","",
"Dominican Republic","DOM","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.399040222168","13.2144804000854","11.6176204681397","10.7097902297974","","","","12.5410499572754","","","9.87571810579762","10.6371803357903","","21.7073064898109","21.5446042994354","22.313569934789","21.9452020986914","22.3436003287715","22.1554688287358","22.3415073008317","20.63404198849","19.5941780430939","19.2600265459877","20.5579835041991","21.8636977562292","20.8748770384629",
"Algeria","DZA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.0207595825195","","17.7691567101443","17.5647159837077","15.983725084802","17.6460346655779","16.4692016361374","16.0845552688873","16.1110441504345","17.5560719808872","15.6197370582865","16.0217587293579","16.549171340634","16.0506977400169","13.101506524289","13.2610232294175","23.5581893920898","15.542678598755",
"East Asia & Pacific (excluding high income)","EAP","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.6407651901245","12.7548999786377","15.2626600265503","","14.1702995300293","","","14.939920425415","14.0386400222778","14.511420249939","14.7111396789551","12.7377796111409","14.4072303771973","15.367449760437","15.0920205488982","14.5541943244056","13.4156131467957","12.6456203460693","12.1415599579518","11.4813636515408","11.0687719907488","11.5062064227785","12.7649008301947","12.0143851118856","13.0909885057471","",
"Early-demographic dividend","EAR","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.7305107116699","16.6391296386719","16.3149795532226","","","","18.7308845520019","17.9068098068238","17.3801593780518","","16.0323505401611","15.423680305481","16.1167023251159","17.2339964069829","16.4692016361374","16.0845552688873","16.3329776387316","17.0963897705078","15.7180234935903","14.5374343518522","15.7641649523771","15.3480166020191","14.1554744728238","13.2610232294175","15.5476634773113","",
"East Asia & Pacific","EAS","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.1887102127075","16.222620010376","15.5679893431966","18.0904197692871","16.7030005455017","15.5285301208496","15.1455329623945","15.3664102554321","14.6880074737968","14.5594902038574","13.4748601913452","13.6221199035644","12.1116104125977","13.2538001992033","12.9540801048278","","",
"Europe & Central Asia (excluding high income)","ECA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.3609600067139","","13.709659576416","13.4356203079223","13.4226098060608","11.9444704055786","","13.2460598945617","","12.7295999526978","13.2592048645019","13.3798046112061","13.3243503570556","12.2989859171737","13.1315798759461","12.9533596038818","12.7352046966553","13.3578996658325","12.7811498641968","12.6954898834228","13.1722602844238","14.6913599967957","17.6099612245917","",
"Europe & Central Asia","ECS","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8466701507568","","11.4456152915955","11.7972249984741","11.7315254211425","12.0958204269409","12.2478098869324","12.2958750724792","12.5523500442505","12.2496995925903","12.7120199203491","11.9444704055786","12.4724502563477","11.942720413208","11.4719696044922","11.6148347854615","11.7688450813293","12.1239099502563","11.8351898193359","12.007269859314","12.4132900238037","12.0508999824524","11.7663798332214","12.0098304748535","11.5947098731995","11.5167899131775","11.7219200134277","","","",
"Ecuador","ECU","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.8461399078369","6.66582012176514","4.95730018615723","","","","","","","","","13.1725702285767","12.9965600967407","11.976110458374","10.7788896560669","10.5497703552246","11.3429098129272","11.5806198120117","","","","10.680290222168","10.5995502471924","9.76208972930908","9.29942989349365","9.68155956268311","9.70571041107178","15.4874468876329",
"Egypt, Arab Rep.","EGY","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.351900100708","14.7487096786499","15.0436096191406","11.0185899734497","11.2096395492554","10.9418001174927","","","","","","","","","","","","","","","","","",
"Euro area","EMU","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.2381401062012","10.3139500617981","10.658260345459","10.5967197418213","","10.5813598632812","11.7600603103638","11.0332202911377","11.8278303146362","11.3400650024414","11.3120799064636","11.2846202850342","11.4476099014282","11.8504099845886","11.5203099250793","11.3280048370362","11.2416896820068","10.8892550468445","11.148994922638","11.3020448684692","11.126540184021","11.5191698074341","11.1929650306702","12.0882301330567","10.9489402770996","10.9289703369141","11.1527047157287","10.7690496444702","10.6934204101562","10.8573799133301","","","",
"Eritrea","ERI","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.91512989997864","","6.25091981887817","5.56553983688354","","8.78493976593018","7.58100986480713","","7.1314001083374","","5.44515991210938","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.84344005584717","9.63936996459961","10.3429899215698","10.1422901153565","10.0319404602051","9.73046016693115","10.0469999313354","10.2670497894287","10.658260345459","10.7355804443359","","10.4718904495239","10.6707201004028","10.6530303955078","10.7027397155762","10.7009696960449","10.8753499984741","10.7112703323364","10.7697601318359","10.8878297805786","10.8369398117065","10.926079750061","10.6249799728394","10.548810005188","10.2716302871704","9.05819034576416","9.37672996520996","9.48867034912109","9.72698974609375","9.95104026794434","10.1795501708984","9.99577045440674","10.0043096542358","9.43229007720947","9.72498035430908","9.87539005279541","","","",
"Estonia","EST","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.7010898590088","17.705020904541","16.0297508239746","16.364559173584","14.685040473938","14.8261499404907","15.1506299972534","15.0392198562622","14.3060798645019","14.2651500701904","","13.6502599716187","13.8649301528931","12.9280996322632","13.5586395263672","13.2763795852661","11.8632898330688","12.4780702590942","11.5191698074341","12.8675603866577","12.9944200515747","12.51416015625","13.2388801574707","13.2011098861694","12.1634101867676","12.3894596099853","13.0291900634766","","","",
"Ethiopia","ETH","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","12.3555402755737","12.4869899749756","12.1781702041626","9.70131969451904","11.8201303482056","10.0891304016113","10.3217496871948","","","","","","","13.2648401260376","","","13.0441398620606","14.8699197769165","","","14.9077301025391","14.4617700576782","16.1877498626709","","","","23.9753799438477","24.6994495391846","26.3557300567627","23.5837497711182","26.3040409088135","29.674430847168","30.5395393371582","27.0210990905762","25.9183807373047","22.3498306099001","23.0133628237675","23.3241718657101","22.991757345067","20.9222025193983","22.4477192882845","23.5620427455929","23.0064025033357","18.3326177345032","16.6954473535013","",
"European Union","EUU","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.2381401062012","","10.658260345459","10.7355804443359","","10.5813598632812","11.3259801864624","11.0332202911377","11.3223052024841","10.9223499298096","11.652099609375","11.7034401893616","11.7196998596191","12.2838201522827","11.3483295440674","11.410249710083","11.1813549995422","11.0278196334839","10.9618196487427","11.1955099105835","11.4398002624512","11.5191698074341","11.5371503829956","12.0882301330567","11.0439596176147","11.0197949409485","11.1711702346802","10.7094945907593","10.6486701965332","10.6917295455933","","","",
"Fragile and conflict affected situations","FCS","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.3383646011353","13.4843196868897","14.8580098152161","14.7248982435275","14.1246004104614","13.243989944458","12.9639296531677","14.6950197219849","15.0369348526","13.0128054328601","12.5679098612738","15.2478069454576","","","","",
"Finland","FIN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","12.4537401199341","12.0560998916626","11.6597099304199","10.9062700271606","11.5601501464844","11.1058502197266","11.2180204391479","11.2560997009277","11.4568099975586","12.075309753418","12.8585996627808","11.4065999984741","12.4458799362183","11.4180402755737","11.9016399383545","11.8466701507568","","","11.7600603103638","12.1709203720093","12.6344499588013","12.6825304031372","12.7759704589844","12.7789602279663","12.2496995925903","12.2838201522827","12.1499500274658","12.1785898208618","11.942720413208","12.0429401397705","11.9977703094482","12.8807897567749","12.5301504135132","12.392560005188","12.6923398971558","12.5432901382446","12.1305198669434","11.9418497085571","12.273980140686","11.8403196334839","11.9499101638794","12.1192598342896","","","",
"Fiji","FJI","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.0009307861328","20.5351104736328","21.7585906982422","19.6386394500732","21.0378093719482","","23.7491493225098","20.2661304473877","20.8432903289795","23.1704006195068","17.3697204589844","15.8536195755005","","15.2347898483276","16.7089696894799","14.3003902435303","16.1755757682398","17.3918548537011","15.1698868550921","16.817186928258","14.9348119384389","16.8336992311715","16.6401383541374","13.5591081164019","12.6465342556156","14.629110484794","14.700035614954","13.7873462214411",
"France","FRA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","11.5081796646118","11.3877601623535","10.7223396301269","10.1759195327759","9.8078498840332","9.44367980957031","9.17381954193115","9.38372039794922","9.30589962005615","9.45081043243408","9.80933952331543","9.38105964660645","10.2381401062012","10.3466901779175","10.7622995376587","10.5967197418213","","10.5813598632812","","","","","","","","","","","","","","","","","","","9.47682952880859","9.62475967407227","9.69626998901367","9.17183971405029","9.11054992675781","9.11748027801514","","","",
"Faroe Islands","FRO","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.78497982025146","9.96512031555176","","","","","","","","","","","","17.7605031129394","20.3850097890445","22.1017035881349","22.3123893737793","21.5847094035285","19.1484521619327","17.1252945914855","18.1073082677353","18.6147186147186","","","","","",
"Gabon","GAB","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.2001800537109","","","","","","7.05811023712158","11.3481597900391","17.7064895629883","","","","","","","","","","13.3304195404053","13.5340795516968","12.5822696685791","8.73756980895996","11.225489616394","11.6105217333224","10.3015422456439","15.2766716935965","14.6146271384588","14.0744772919358","15.7641649523771","15.3551631854332","13.8033786137402","13.5658233667537","","",
"United Kingdom","GBR","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","12.6673803329468","11.6239595413208","11.4251203536987","11.225959777832","10.4685497283935","10.216230392456","10.4827003479004","10.7348098754883","11.0715398788452","11.071120262146","10.7981300354004","11.086199760437","","11.7980403900147","11.8580503463745","11.6346797943115","","12.057900428772","11.5722303390503","11.8517503738403","12.0821504592896","13.3061599731445","13.3586597442627","12.7254400253296","12.9602899551392","12.9464797973633","12.819169998169","12.7018404006958","12.3606395721435","12.7691202163696","12.4644603729248","","12.6864099502563","13.3875503540039","13.4870100021362","13.427209854126","13.7579402923584","13.2917604446411","13.5348701477051","14.0322599411011","11.8168001174927","","","","",
"Georgia","GEO","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.85142993927","10.6048603057861","12.5407199859619","12.3619604110718","13.6035099029541","12.4929399490356","15.0367603302002","11.1812496185303","12.8953895568848","9.48665046691895","8.93760013580322","8.99825000762939","8.18535815123577","9.26943016052246","6.70775985717773","9.55353370115153","9.66660503771528","10.129154395962","12.6661996841431","12.9533596038818","12.9514999389648","13.3578996658325","10.3446787622305","11.5247602462769","13.1722602844238","12.496190071106","12.2066941472686","",
"Ghana","GHA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","7.64188003540039","7.74813985824585","13.8319396972656","","","","34.3092002868652","24.6679992675781","23.9328594207764","","","","","","","","","","","14.8927001953125","","15.7411098480225","","","22.3792495727539","23.4299602508545","24.161979675293","22.3170204162598","24.0375003814697","22.4951305389404","20.6961402893066","30.6343097686768","26.5813903808594","21.2222099304199","20.9851398468018","23.8087997436523","22.0933208465576","20.0976390838623","18.5981693267822","14.2717185267026","13.6294748829413","12.1674144053659","13.1793045277004","","","",
"Gibraltar","GIB","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.96277066350702","5.93010765120719","4.72002283342756","5.35553550602099","6.23995507095586","7.03128364344241","8.01170959504777","7.62687268144891","7.75997539575426","7.36537988033103","7.68057194049974","7.13664449331123","7.82075632582232","7.93787253264524","9.4819334929474","8.55340301313372",
"Guinea","GIN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.9965295791626","11.537449836731","11.505669593811","","","","","","14.6625299453735","15.2369203567505","10.3699197769165","13.2051401138306","11.6490497589111","12.3493995666504","10.9662103652954","","","15.6947803497315","13.6039304733276","12.4387702941894","14.2724199295044","9.69552040100098","14.1452102661133","12.0756196975708","11.6095399856567","15.831259727478","13.4363498687744","14.9808397293091","12.4843502044678","14.3359003067017","11.5016680422659","11.9496957293769","10.0269182759838","9.29380350181851","9.19920752373365",
"Gambia, The","GMB","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.921799659729","8.2052698135376","10.9475202560425","8.46883964538574","5.02954006195068","5.34417009353638","5.36076021194458","7.2975001335144","18.8817100524902","13.293740272522","17.6112308502197","15.118330001831","13.7955303192139","10.5854196548462","11.7523202896118","11.0329303741455","10.4499597549438","15.4411375607626","12.444580078125","16.8520454483021","14.2760600158847","15.6218187612312","17.1251741785773","18.6955495729083","15.1034721791599","14.211331431167",
"Guinea-Bissau","GNB","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.7430992126465","","","","","","","","","","","9.06923961639404","10.1997404098511","14.5397996902466","16.1913795471191","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.24813985824585","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","8.38179016113281","7.66136980056763","7.11834001541138","7.5485200881958","","6.48870992660522","6.20449018478394","6.77641010284424","7.18171977996826","7.19843006134033","6.2920298576355","","","","","","","6.4066801071167","6.56005001068115","6.95776987075806","7.31652021408081","7.47715997695923","7.36040019989014","7.70182991027832","8.70020961761475","","","","","","","","","","7.10143995285034","","7.14478015899658","7.36313009262085","7.45939016342163","","","6.38648986816406","","","",
"Grenada","GRD","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.9746398925781","","","","","","","15.559810962219","14.7207735010439","10.7031186009691","","11.79899890627","9.90250040626071","","14.0411701202393","10.080573203298","","","10.0594640147698","9.87272223310091","16.7185686705097","14.5190942375745","11.4452184223664",
"Greenland","GRL","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.7233791351318","","","","","","","","","","20.3384494781494","21.2781600952148","23.3481597900391","","19.2969207763672","20.2464103698731","21.1051406860352","20.6379508972168","21.9593906402588","24.0855007171631","23.4347496032715","23.0880508422852","23.7495403289795","23.7553806304932","21.141170501709","22.9552707672119","22.4845294952393","22.63916015625","22.9936695098877","17.2696765307699",
"Guam","GUM","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.6877994537354","17.6568393707275","16.5555591583252","16.9000091552734","13.8145599365234","11.0807399749756","13.8234395980835","13.4816904067993","11.5261602401733","","10.338210105896","11.9658098220825","11.8228998184204","10.2595901489258","","18.8775196075439","17.9194202423096","18.8135395050049","17.7340602874756","16.1520805358887","","","","","","","7.23643585047051",
"High income","HIC","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.9016399383545","12.6028699874878","","11.2853798866272","12.1505699157715","12.1120100021363","12.1654300689697","12.4844598770142","12.7759704589844","12.7522001266479","12.2138848304748","12.7158198356628","12.3285598754883","12.6122598648071","12.4836397171021","11.948920249939","12.2191400527954","11.5067300796509","11.8087701797485","12.3636798858643","12.5219798088074","12.7182898521423","12.1305198669434","11.9663095474243","12.2196102142334","11.9694595336914","11.715220451355","11.9818496704102","","","",
"Hong Kong SAR, China","HKG","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","9.40810966491699","15.2879400253296","15.8703203201294","18.5781307220459","","","","","18.5407791137695","","21.2081394195557","","","","16.6686706542969","","","","","22.4187793731689","22.2072906494141","23.2442893981934","23.1510601043701","22.4785804748535","23.282600402832","22.6377792358398","22.922399520874","23.7994709014893","19.9094104766846","20.1483306884766","18.6494808197021","20.3008003234863","17.6203994750977","18.6085700988769","18.1271896362305","17.8412799835205","18.7878398895264","20.3140106201172","20.6210594177246","13.1164598464966","15.4235000610352","13.1814804077148","15.7411403656006","",
"Honduras","HND","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.888750076294","17.8756408691406","","","","","","","","","","","","","","","","","","19.864070892334","25.6536197662354","24.6445598602295","","","23.1551094055176","","","","","","","",
