"Data Source","World Development Indicators",

"Last Updated Date","2026-02-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Heavily indebted poor countries (HIPC)","HPC","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.7407150268555","","","","14.9615097045899","16.9791898727417","17.620644569397","","16.2581405639648","18.1756191253662","17.6112308502197","16.0484294891357","16.1618499755859","16.1913795471191","17.2971000671387","17.2212152481079","15.831259727478","16.137779712677","17.5215301513672","16.0102047920227","14.7968659004706","15.6218187612312","14.9914706871899","15.024640083313","14.6472260683702","",
"Croatia","HRV","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.77331018447876","7.79530000686646","7.80251979827881","","","8.56842041015625","9.24820041656494","8.86186027526855","8.73968982696533","8.45287990570068","","9.39710998535156","","","","8.7887601852417","8.73954963684082","8.90884017944336","8.21537017822266","8.50710964202881","","","","",
"Haiti","HTI","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.9841499328613","14.5677795410156","13.2331695556641","14.6950197219849","14.4909696578979","12.8616709116158","10.0041094655259","16.1069363481865","13.124044561831","11.230810884486","13.0193562709785","13.1785226894835",
"Hungary","HUN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.57765960693359","","8.67943954467773","9.31649971008301","10.2823801040649","10.435489654541","10.156379699707","11.7917404174805","10.9347896575928","10.7871503829956","10.2998199462891","10.2984800338745","10.1910696029663","9.78332996368408","9.6772403717041","9.30111980438232","8.43414974212646","8.36752033233643","9.19466972351074","8.92263984680176","9.862380027771","9.94773006439209","10.0292501449585","9.16409015655518","8.07872009277344","9.6784200668335","7.80341005325317","","","",
"IBRD only","IBD","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.6625699996948","14.3560700416565","14.3868999481201","14.6583099365234","14.2026696205139","13.6933703422546","13.7508749961853","14.141770362854","14.4099049568176","14.8012251853943","15.0479698181152","13.846170425415","14.8948698043823","14.5678596496581","15.7181539700745","15.1455329623945","14.7101402282715","14.8612604141235","14.4778534251864","14.1095304489136","15.5269194763183","14.7279815495858","14.1957921032026","13.4134232980856","15.0780898232799","",
"IDA & IBRD total","IBT","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.2369203567505","15.6958999633789","14.7594804763794","","14.7487096786499","14.8582148551941","15.8465700149536","16.4355354309082","15.7478399276733","16.0206699371338","15.9758176659065","15.0819897651672","15.7451200485229","15.2219400405884","15.6754169546723","15.6922197341919","15.5377902984619","15.5590081594596","15.6013185527943","14.2717185267026","15.0179139861907","14.7961370016582","14.2361097335815","13.8587750080111","14.1914196014404","",
"IDA total","IDA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.9077301025391","15.7315249443055","","","16.2438106536865","17.2232398986816","","","17.2426700592041","17.3597393035889","16.5039100646973","15.3433799743652","15.8554248809814","16.1748008728027","15.63267993927","15.9641995429993","15.7474398612976","15.68577003479","16.1142961624282","14.2819134973306","14.7281237937903","15.045609995937","14.3321092964105","14.7291528247263","14.1909799575806","",
"IDA blend","IDB","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.745080947876","","","22.0638198852539","20.9755954742431","21.1347341537476","20.3126602172852","","","","18.5184593200684","14.8677701950073","17.3305196762085","15.9794473252552","15.3474698066711","13.243989944458","15.0634803771973","15.9128103256226","16.8831596374512","14.1786984993157","15.6666108638886","15.0616168171311","15.5095016256821","13.9060519596099","16.9715527068751","",
"Indonesia","IDN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.86396980285645","6.14646005630493","7.49681997299194","7.7102198600769","","","","11.5938901901245","14.3690500259399","16.2781791687012","14.1702995300293","15.1821098327637","","14.939920425415","13.674750328064","19.3081398010254","16.6539402008057","18.0055103302002","18.0904197692871","17.8482608795166","17.9038906097412","20.3588600158691","11.3228385780706","10.8803626838238","10.145246388091","9.34260924899348","9.31964024456527","8.96559769031117","8.70282050991956","","","10.5571024660163",
"IDA only","IDX","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.7407150268555","15.4863200187683","15.2626600265503","","15.9531202316284","","","","17.5294303894043","17.159574508667","16.1728191375732","15.6959047317504","15.8554248809814","16.1748008728027","15.63267993927","16.2116394042969","15.831259727478","15.6525497436523","15.8886226898467","14.2921084679586","14.3359003067017","14.909051739396","13.7557069120555","14.8236041330292","13.4080981163871","",
"Isle of Man","IMN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.3222303390503","14.1592702865601","16.9598293304443","16.7305107116699","","","12.4107999801636","11.1968603134155","11.208459854126","11.6937103271484","","","11.1912002563477","11.8336801528931","13.5649099349976","13.9921197891235","14.0501804351807","15.7181539700745","15.6922197341919","15.7215003967285","15.8097696304321","16.6353797912598","14.8031501770019","15.9926099777222","14.924599647522","14.1554744728238","","","",
"Not classified","INX","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","14.7779197692871","13.0633296966553","11.61266040802","11.286470413208","11.2287502288818","9.82266044616699","10.5975198745728","10.5390195846558","10.9309301376343","11.7045497894287","11.4236602783203","11.8033103942871","12.04185962677","12.8062496185303","12.7382297515869","12.9406404495239","","12.5454902648926","12.7159404754639","13.5181999206543","12.7046499252319","12.4844598770142","12.8731098175049","13.6585597991943","13.6849298477173","13.5489997863769","13.2305898666382","13.1343097686768","13.1332502365112","9.32332038879395","12.3375701904297","13.5224895477295","13.1515998840332","12.9699697494507","12.9243097305298","13.3105401992798","13.3671703338623","13.3401899337769","13.5306997299194","11.9694595336914","12.3323001861572","","","","",
"Iran, Islamic Rep.","IRN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.3469696044922","20.6326198577881","23.7152805328369","","14.5469598770142","13.5669202804565","","","20.1129207611084","20.6338500976562","24.4241695404053","26.5064296722412","22.1354694366455","21.5214500427246","21.8996906280518","19.4567794799805","20.0312805175781","22.3846092224121","18.5626201629639","19.2569103240967","20.1513805389404","17.3957901000977","21.6735000610352","19.6648693084717","18.5687503814697","19.4454307556152","20.3052101135254","21.1460399627686","21.2445297241211","22.6655006408691","","18.8211994171143","","","",
"Iraq","IRQ","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iceland","ISL","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.5010995864868","","","11.8313903808594","11.197099685669","10.9567203521728","12.6029500961304","","16.5978202819824","14.1739196777344","14.3476104736328","14.1417798995972","16.0566101074219","15.1595802307129","15.3389701843262","16.3081493377686","16.0469799041748","15.5190696716309","11.1002998352051","13.4195604324341","14.2312202453613","13.4359703063965","15.8849496841431","16.2046699523926","16.6743297576904","17.1551399230957","16.0048198699951","17.0771903991699","17.2492198944092","17.4431896209717","16.7979698181152","16.5910396575928","15.6550102233887","","","",
"Israel","ISR","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.6747903823853","13.4050998687744","12.5193595886231","13.5253896713257","13.3845300674438","13.1606502532959","13.430549621582","13.2810401916504","13.1389503479004","12.9343700408935","13.6344404220581","13.8279495239258","14.0775699615478","14.5567302703857","14.9019203186035","15.463020324707","15.3488597869873","15.7073497772217","15.5355396270752","15.7497797012329","14.5418701171875","15.40744972229","16.0677604675293","","","",
"Italy","ITA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.72834014892578","8.25053024291992","8.60655975341797","9.12821960449219","","9.25117969512939","9.56239986419678","9.23027992248535","9.83232021331787","9.49643039703369","9.6374397277832","9.36435031890869","8.97474956512451","9.47148036956787","8.7716703414917","9.15561008453369","8.82258033752441","8.66740036010742","8.35120010375977","7.99275016784668","8.0979700088501","7.96660995483398","8.06910037994385","7.74909019470215","8.25417041778564","8.77663993835449","8.42236995697021","7.78043985366821","7.44333982467651","7.40515995025635","","","",
"Jamaica","JAM","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.3537693023682","12.7515697479248","12.7980003356934","18.3885097503662","15.3610401153565","15.5360202789307","15.3999900817871","","","16.7966003417969","19.9911499023438","18.3639297485352","13.3623399734497","11.7330198287964","14.2693700790405","","17.1730499267578","19.1193809509277","17.5528392791748","16.1029396057129","18.5819301605225","18.8092594146729","20.573860168457","21.7974891662598","20.0514793395996","19.1451206207275","18.4025402069092","18.5839996337891","17.3139896392822","","17.4179000854492","16.9328594207764","","17.8657703399658","",
"Jordan","JOR","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","8.76023960113525","9.8800802230835","9.82437992095947","13.0864200592041","","","","","","","21.5640602111816","18.4110298156738","","14.6642599105835","","","","","","","","","","","10.6939540198149","11.0999759735318","11.876841688392","13.0786871813161","12.5522571287991","13.1707308975649","12.1501598358154","11.1960496902466","9.82532024383545","9.91773986816406","11.9679813124184","9.74946975708008","9.68389987945557","11.558612894024","11.7184560627187","",
"Japan","JPN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","16.1254901885986","15.677149772644","14.8860502243042","","","","18.0542392730713","17.7966594696045","17.6432590484619","","","","11.1149702072144","11.1064195632935","10.3774995803833","","","9.9692497253418","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kazakhstan","KAZ","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.7594804763794","","10.6096801757812","10.2859497070312","13.2666997909546","11.9444704055786","13.6469402313232","13.0409002304077","15.9192847916518","16.975986163773","17.7663260512098","17.3232965099228","16.0836515386161","12.193039894104","13.8440999984741","11.4199104309082","13.8801803588867","14.1095304489136","17.9951649308539","19.8279914537514","20.0552104288335","20.7961292266846","21.9553538656612","",
"Kenya","KEN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","16.3373107910156","17.3965797424316","14.5331697463989","15.5556602478027","17.6608009338379","","19.4657402038574","17.0876502990723","","18.6401500701904","15.9507303237915","13.8644800186157","14.9512796401978","","","","","25.3134708404541","24.0661392211914","22.9616107940674","26.8472194671631","25.8499698638916","27.5977096557617","28.9434394836426","26.9538707733154","","","","20.3520107269287","20.1919708251953","19.4848194122314","18.6894607543945","17.8151798248291","17.3620891571045","17.4983806610107","17.6313991546631","18.9511203765869","19.0511436531615","17.764854770928","17.2701206248764","16.0816754795722","24.9942481340721","27.9246554991424","28.5406546486489",
"Kyrgyz Republic","KGZ","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.7600498199463","","13.6927003860474","11.3873195648193","11.6113004684448","13.7213897705078","15.1464700698853","15.9395303726196","16.2438106536865","16.7684001922607","19.0526008605957","21.8514595031738","21.2062397003174","19.1530094146729","15.6813097000122","18.1725292205811","18.1950092315674","17.7737903594971","14.364839553833","15.7167596817017","16.920919418335","16.2781391143799","16.7959003448486","16.472749710083","17.875129699707","16.106689453125","23.5183648321502","22.1096215333716","19.6475916699986","",
"Cambodia","KHM","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.39200019836426","","11.0790100097656","11.3807897567749","10.1375703811646","","12.4043102264404","","","11.1035099029541","","8.16524028778076","7.33747005462646","7.33540010452271","7.19985008239746","9.59706974029541","8.79160022735596","","","","9.97500991821289","12.1311067347546","11.0687719907488","9.34959951214734","11.6742808441972","12.0143851118856","11.233932287853","11.5512463566271",
"Kiribati","KIR","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.5075101852417","15.265419960022","11.5161399841309","","","","","","","","","","","24.3051946693958","24.0754089299918","21.311801215678","20.1121983632045","18.4627125204899","15.2990897781806","20.6657672048567","17.9415572068178","20.1776085857994","19.2718416727939","18.8985738209677","21.6432047478521","20.1152924304545","",
"St. Kitts and Nevis","KNA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","19.1677398681641","","13.0074100494385","","9.14000034332275","","11.2264204025269","15.2141399383545","","","13.378529548645","","","14.4315996170044","10.3522701263428","13.6850500106812","14.319109916687","11.0593299865723","12.2880601882935","11.7902603149414","11.056209564209","12.4784097671509","13.0518102645874","","","8.65487059169444","10.65097158741","11.4314510562161","13.313378498416","12.2172164313006","8.77348041534424","14.3605203411921","13.2636253451054","10.1063397719471","8.63854694668485","9.61476515772656","6.75769996643066","7.7259085644011","9.07579904967942","10.2031825658109","11.0021822262817",
"Korea, Rep.","KOR","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","10.0098896026611","11.9094400405884","","","","","","9.93505001068115","","","","12.024359703064","13.2994403839111","","","","22.451379776001","16.0883407592773","","14.6948299407959","13.5687398910522","13.1910800933838","","","","","","","","","","11.25300673389","11.8619894165298","12.157548214359","12.8502993953865","12.4398016475616","12.0027574509284","12.2631651878182","12.5796226836657","12.6886098908941","13.8452209326003",
"Latin America & Caribbean (excluding high income)","LAC","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.2503700256348","","15.6877899169922","14.5065150260925","","","","16.4940500259399","17.7713394165039","16.7867546081543","15.9606747627259","15.423680305481","16.4788309434803","16.7128218955019","17.1788854598999","17.9547243118286","17.9393291473389","17.9492292404175","17.1521797180176","15.7699664851245","16.1958599090576","16.4124130669766","16.7029294967652","15.8277639847523","15.4425633054721","",
"Lao PDR","LAO","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.295569896698","9.94657039642334","15.2626600265503","","15.8750801086426","14.1292695999146","17.7623596191406","18.1017894744873","13.0052099227905","7.46309995651245","7.24696016311646","8.2595796585083","7.36839008331299","13.341010093689","11.7573499679565","10.4693968971705","12.8905072664164","11.4389355996144","11.1683780140713","10.831620568327","10.6622210924187","11.5062064227785","9.82493417180385","9.80367188386072","8.24155131370129","",
"Lebanon","LBN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.80824995040894","10.4434003829956","5.91636991500854","8.10669994354248","","","","","7.4212498664856","7.05630016326904","","7.93123006820679","8.42131042480469","7.69319009780884","7.34104013442993","5.86977005004883","5.50299978256226","5.53428983688354","5.73380994796753","7.10915994644165","8.57551956176758","","","7.1489617762739","7.14753618338492","8.04745452306935","8.14395344750151","9.89828549998226","","8.85817043035745","","6.11399088041832","8.59284340785173",
"Liberia","LBR","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.45407009124756","","","","5.18434000015259","5.65268993377685","6.76014995574951","","","7.76910018920898","7.96435022354126","","","7.36619997024536","","","","",
"Libya","LBY","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.1387300491333","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","23.2560997009277","","","","","","","","31.3131809234619","","","","29.4338207244873","26.0362701416016","","25.8546295166016","","15.4221601486206","15.0410404205322","16.3069705963135","19.0113792419434","","19.9433708190918","13.8953199386597","14.2020797729492","13.8367595672607","12.1924495697022","13.8478603363037","15.3015203475952","16.4529800415039","21.975700378418","14.099736251264","14.3067197799683","14.0734395980835","14.3932695388794","14.4675863414941","16.8981609344482","11.9949798583984","13.8487936507937","12.7481294348599",
"Latin America & Caribbean","LCN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.738260269165","","16.0649995803833","14.6583099365234","","","","16.9597301483155","","","16.1029396057129","15.2931151390076","17.0783793813984","16.7128218955019","16.0146243417221","16.4394738076224","17.93577003479","16.7305045127869","16.5778503417969","15.3643186512467","16.1958599090576","15.9248799718974","16.3748707258125","13.9669579469216","14.6498257845882","",
"Least developed countries: UN classification","LDC","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.0723252296448","15.5201601982117","15.2626600265503","","15.8750801086426","15.8951501846313","17.2866497039795","","16.1773300170898","16.1008448600769","16.1025848388672","15.118330001831","15.1424598693847","15.3488397598266","14.7779650688171","14.5677795410156","14.8975048065185","15.115309715271","14.4909696578979","13.0128054328601","13.9523090034298","14.3892081064549","12.945092272981","13.7815063258163","13.0193562709785","",
"Low income","LIC","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.3238096237183","","","","12.9607696533203","","","","15.5915098190308","","16.3383646011353","15.0819897651672","14.3348999023438","15.3488397598266","14.7779650688171","15.7097797393799","14.2696499824523","14.8927789969035","16.0846600532532","15.357029914856","14.2760600158847","15.5770293375858","14.4758197870089","","","",
"Liechtenstein","LIE","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.8762302398682","","","12.7072801589966","11.5656700134277","12.6938896179199","","11.6688299179077","","","","","","","","","","","8.27079010009766","8.6056604385376","9.1101598739624","8.39402961730957","9.41994953155518","10.8239603042603","10.9502601623535","17.728759765625","14.4997596740723","11.3309001922607","","5.46859160083623","5.03881234087412","5.34583042566108","8.67846709056539","7.22269991401548","",
"Lower middle income","LMC","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.2218403816223","","","","15.9531202316284","16.7684001922607","18.503620147705","","18.0012397766113","17.3275146484375","16.0323505401611","16.2078094482422","16.878735196451","17.3014767983741","17.0546949068584","15.7044897079468","15.831259727478","15.8612899780274","16.0908699035644","14.2921084679586","15.0051253828918","14.8174866627149","14.2437918846171","13.3935943690574","13.4080981163871","",
"Low & middle income","LMY","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.2870898246765","","15.2045650482178","","15.2065753936768","15.26092004776","16.745569229126","16.8224906921387","16.2177352905273","16.1611795425415","16.0323505401611","15.118330001831","15.8154697418213","15.4976797103882","15.8017382311737","15.7009997367859","15.4760303497315","15.6437196731567","15.6197370582865","14.2717185267026","15.086656092871","14.8710431551184","14.2361097335815","13.9669579469216","14.1911997795105","",
"Lesotho","LSO","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","29.4107704162598","20.8233108520508","22.9217090606689","","","15.2133703231812","15.3539400100708","","","","22.7388095855713","18.3918495178223","20.2000007629394","","26.0569496154785","","23.3806896209717","19.1415996551514","22.9656295776367","23.4870796203613","31.5068492889404","27.1636009216309","32.5390510559082","28.9593200683594","","24.2185802459717","","","","","","","13.9359949609962","13.9976402445565","15.115309715271","14.0853500366211","","","","","10.9996796083614","10.3734439834025","",
"Late-demographic dividend","LTE","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.2779498100281","","","14.1091799736023","12.9703397750854","12.97194480896","13.9579648971557","14.4746451377869","14.2350397109985","13.3959450721741","13.2666997909546","13.4655895233154","14.1539449691772","13.4512195587158","14.0561399459839","13.1916146278382","14.1950103944991","14.3704700469971","13.9723701477051","13.5471096038818","13.596960067749","13.3671703338623","13.2388801574707","13.5306997299194","12.4690258275955","12.7598566308244","13.1007251739502","14.1005201339722","","",
"Lithuania","LTU","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.2787399291992","21.9346008300781","20.6573600769043","18.3226795196533","16.7170104980469","16.6129398345947","","","16.670280456543","17.4650993347168","15.9309797286987","15.5721302032471","14.5795602798462","14.2896499633789","13.3259401321411","13.052960395813","12.7776098251343","12.8588199615478","12.336350440979","13.5359697341919","13.2880201339722","13.1901397705078","12.2882604598999","12.025239944458","11.7656402587891","11.742730140686","11.7495403289795","10.7690496444702","11.4821195602417","11.8042297363281","","","",
"Luxembourg","LUX","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.84348964691162","","","","","9.28065967559814","","","","","","","","","","","9.27455043792725","","9.49374008178711","9.33442974090576","","8.44626045227051","8.64328002929688","8.67642974853516","8.19499015808105","8.69032955169678","8.45038032531738","","","",
"Latvia","LVA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.6643295288086","14.0959396362305","14.6014795303345","15.877519607544","16.3701801300049","15.3767595291138","14.5018100738525","","13.9116296768188","14.0670499801636","14.7630996704102","13.0251398086548","11.8090295791626","12.7153100967407","17.7365493774414","18.7440204620361","13.9723701477051","14.1274099349976","12.89328956604","11.9712800979614","11.1525402069092","11.7681703567505","11.7195196151733","10.6934204101562","9.92103004455566","","","",
"Macao SAR, China","MAC","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8389101028442","11.0921602249146","10.7146902084351","10.3880701065063","9.00207996368408","8.11334991455078","11.1839303970337","9.94645977020264","10.4455699920654","11.3725004196167","12.9794197082519","14.6331100463867","22.3286094665527","12.5863199234009","13.6573600769043","13.4196996688843","13.8348398208618","14.1025695800781","15.1596899032593","16.5979499816894","14.169659614563","14.6864900588989","12.2754001617432","12.3790102005005","","",
"St. Martin (French part)","MAF","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.8927707672119","","20.4642391204834","","20.4727096557617","","","25.2115306854248","25.7684707641602","","","","","","","","","17.4706401824951","17.2952899932861","","","20.7460785049219","","22.0639427841332","22.2395469824195","22.2573567488895","21.6499038578891","22.4447613516615","21.4650708273849","24.1580939880119","23.7564830045068","23.8656662804477","22.8255200986895","23.2788788012312","",
"Monaco","MCO","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.13411998748779","5.48415994644165","","","5.16343021392822","","","5.76774978637695","5.84233999252319","6.40111017227173","6.48976993560791","5.07170009613037","6.32789993286133","","","","5.925950050354","","","","","6.59881019592285","6.36322021484375","8.07616996765137","8.87594985961914","7.05921983718872","5.00886011123657","","6.59654998779297","6.98062992095947","","5.02927017211914","","5.87369012832642","4.79598999023438","7.73202991485596","","",
"Moldova","MDA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.3399600982666","","","14.1224203109741","12.9239301681519","16.4247608184814","17.8843402862549","16.192590713501","19.4520206451416","19.2966499328613","18.6088199615479","19.4169692993164","19.8500804901123","20.9926300048828","22.2670097351074","21.9158802032471","20.7419700622559","18.2764874661396","18.765100479126","18.2387198841274","18.6216297149658","18.4328308105469","17.5677299499512","19.4643802642822","17.9937705993652","16.8416500091553","16.6931304931641","16.8865299224854","15.9647600451194","",
